source,target,edge_type
recipe_21014,ingredient_21016,contains
recipe_21014,ingredient_10458,contains
recipe_21014,ingredient_21017,contains
recipe_21014,ingredient_3548,contains
recipe_21014,ingredient_21018,contains
recipe_21014,ingredient_21019,contains
recipe_21014,ingredient_100,contains
recipe_21014,ingredient_21020,contains
recipe_21014,ingredient_161,contains
recipe_21014,cuisine_72,belongs_to
recipe_21014,diet_5,suitable_for
recipe_21014,meal_type_38,is_type
recipe_21021,ingredient_4029,contains
recipe_21021,ingredient_4665,contains
recipe_21021,ingredient_3611,contains
recipe_21021,ingredient_15,contains
recipe_21021,ingredient_100,contains
recipe_21021,ingredient_1298,contains
recipe_21021,ingredient_3478,contains
recipe_21021,ingredient_46,contains
recipe_21021,cuisine_327,belongs_to
recipe_21021,diet_5,suitable_for
recipe_21021,meal_type_85,is_type
recipe_21022,ingredient_4229,contains
recipe_21022,ingredient_3645,contains
recipe_21022,ingredient_9146,contains
recipe_21022,ingredient_123,contains
recipe_21022,ingredient_31,contains
recipe_21022,ingredient_4329,contains
recipe_21022,ingredient_4426,contains
recipe_21022,ingredient_33,contains
recipe_21022,ingredient_3507,contains
recipe_21022,ingredient_4992,contains
recipe_21022,cuisine_84,belongs_to
recipe_21022,diet_3647,suitable_for
recipe_21022,meal_type_152,is_type
recipe_21023,ingredient_358,contains
recipe_21023,ingredient_21024,contains
recipe_21023,ingredient_17292,contains
recipe_21023,ingredient_4168,contains
recipe_21023,ingredient_3631,contains
recipe_21023,ingredient_15,contains
recipe_21023,ingredient_18171,contains
recipe_21023,ingredient_21025,contains
recipe_21023,ingredient_5776,contains
recipe_21023,ingredient_89,contains
recipe_21023,ingredient_18,contains
recipe_21023,ingredient_4697,contains
recipe_21023,ingredient_21026,contains
recipe_21023,ingredient_55,contains
recipe_21023,ingredient_1734,contains
recipe_21023,ingredient_239,contains
recipe_21023,ingredient_3496,contains
recipe_21023,ingredient_3589,contains
recipe_21023,cuisine_47,belongs_to
recipe_21023,diet_5,suitable_for
recipe_21023,meal_type_48,is_type
recipe_21027,ingredient_21028,contains
recipe_21027,ingredient_3508,contains
recipe_21027,ingredient_32,contains
recipe_21027,ingredient_3511,contains
recipe_21027,ingredient_7190,contains
recipe_21027,ingredient_4064,contains
recipe_21027,ingredient_123,contains
recipe_21027,ingredient_403,contains
recipe_21027,ingredient_93,contains
recipe_21027,ingredient_4108,contains
recipe_21027,cuisine_36,belongs_to
recipe_21027,diet_5,suitable_for
recipe_21027,meal_type_38,is_type
recipe_21029,ingredient_123,contains
recipe_21029,ingredient_21030,contains
recipe_21029,ingredient_14,contains
recipe_21029,ingredient_4,contains
recipe_21029,ingredient_21031,contains
recipe_21029,cuisine_1460,belongs_to
recipe_21029,diet_5,suitable_for
recipe_21029,meal_type_6,is_type
recipe_21029,region_177,belongs_to_region
recipe_21029,state_465,belongs_to_state
recipe_21032,ingredient_5202,contains
recipe_21032,ingredient_3507,contains
recipe_21032,ingredient_3533,contains
recipe_21032,ingredient_3508,contains
recipe_21032,ingredient_352,contains
recipe_21032,ingredient_64,contains
recipe_21032,ingredient_44,contains
recipe_21032,ingredient_89,contains
recipe_21032,ingredient_127,contains
recipe_21032,ingredient_17,contains
recipe_21032,ingredient_18,contains
recipe_21032,ingredient_273,contains
recipe_21032,ingredient_14,contains
recipe_21032,ingredient_3478,contains
recipe_21032,cuisine_47,belongs_to
recipe_21032,diet_3526,suitable_for
recipe_21032,meal_type_48,is_type
recipe_21033,ingredient_4564,contains
recipe_21033,ingredient_6444,contains
recipe_21033,ingredient_6712,contains
recipe_21033,ingredient_4215,contains
recipe_21033,ingredient_4187,contains
recipe_21033,ingredient_20956,contains
recipe_21033,ingredient_54,contains
recipe_21033,ingredient_385,contains
recipe_21033,ingredient_21034,contains
recipe_21033,ingredient_17,contains
recipe_21033,ingredient_127,contains
recipe_21033,ingredient_149,contains
recipe_21033,ingredient_220,contains
recipe_21033,ingredient_6152,contains
recipe_21033,ingredient_3478,contains
recipe_21033,ingredient_16713,contains
recipe_21033,ingredient_9932,contains
recipe_21033,ingredient_4725,contains
recipe_21033,ingredient_21035,contains
recipe_21033,ingredient_18,contains
recipe_21033,ingredient_89,contains
recipe_21033,ingredient_15,contains
recipe_21033,ingredient_4,contains
recipe_21033,ingredient_1734,contains
recipe_21033,ingredient_21036,contains
recipe_21033,cuisine_47,belongs_to
recipe_21033,diet_5392,suitable_for
recipe_21033,meal_type_21,is_type
recipe_21037,ingredient_1141,contains
recipe_21037,ingredient_3480,contains
recipe_21037,ingredient_3730,contains
recipe_21037,ingredient_21038,contains
recipe_21037,ingredient_4738,contains
recipe_21037,ingredient_3496,contains
recipe_21037,ingredient_173,contains
recipe_21037,ingredient_1734,contains
recipe_21037,ingredient_3478,contains
recipe_21037,cuisine_327,belongs_to
recipe_21037,diet_5,suitable_for
recipe_21037,meal_type_85,is_type
recipe_21039,ingredient_21040,contains
recipe_21039,ingredient_3507,contains
recipe_21039,ingredient_19522,contains
recipe_21039,ingredient_209,contains
recipe_21039,ingredient_350,contains
recipe_21039,ingredient_269,contains
recipe_21039,ingredient_31,contains
recipe_21039,ingredient_211,contains
recipe_21039,ingredient_8939,contains
recipe_21039,ingredient_3478,contains
recipe_21039,ingredient_1734,contains
recipe_21039,cuisine_84,belongs_to
recipe_21039,diet_3499,suitable_for
recipe_21039,meal_type_38,is_type
recipe_21041,ingredient_3643,contains
recipe_21041,ingredient_496,contains
recipe_21041,ingredient_5885,contains
recipe_21041,ingredient_28,contains
recipe_21041,ingredient_3650,contains
recipe_21041,ingredient_123,contains
recipe_21041,ingredient_135,contains
recipe_21041,ingredient_3812,contains
recipe_21041,ingredient_497,contains
recipe_21041,ingredient_21042,contains
recipe_21041,cuisine_84,belongs_to
recipe_21041,diet_3647,suitable_for
recipe_21041,meal_type_110,is_type
recipe_21043,ingredient_21044,contains
recipe_21043,ingredient_238,contains
recipe_21043,ingredient_403,contains
recipe_21043,ingredient_149,contains
recipe_21043,ingredient_155,contains
recipe_21043,ingredient_4547,contains
recipe_21043,ingredient_227,contains
recipe_21043,ingredient_21045,contains
recipe_21043,cuisine_353,belongs_to
recipe_21043,diet_5,suitable_for
recipe_21043,meal_type_110,is_type
recipe_21043,region_177,belongs_to_region
recipe_21043,state_236,belongs_to_state
recipe_21046,ingredient_197,contains
recipe_21046,ingredient_3480,contains
recipe_21046,ingredient_21047,contains
recipe_21046,ingredient_3512,contains
recipe_21046,ingredient_8834,contains
recipe_21046,ingredient_3478,contains
recipe_21046,cuisine_199,belongs_to
recipe_21046,diet_5,suitable_for
recipe_21046,meal_type_152,is_type
recipe_21046,region_177,belongs_to_region
recipe_21046,state_200,belongs_to_state
recipe_21048,ingredient_21049,contains
recipe_21048,ingredient_1031,contains
recipe_21048,ingredient_1877,contains
recipe_21048,ingredient_845,contains
recipe_21048,ingredient_367,contains
recipe_21048,ingredient_21050,contains
recipe_21048,ingredient_5749,contains
recipe_21048,ingredient_1298,contains
recipe_21048,cuisine_84,belongs_to
recipe_21048,diet_3526,suitable_for
recipe_21048,meal_type_110,is_type
recipe_21051,ingredient_10438,contains
recipe_21051,ingredient_4711,contains
recipe_21051,ingredient_3495,contains
recipe_21051,ingredient_3490,contains
recipe_21051,ingredient_17619,contains
recipe_21051,ingredient_209,contains
recipe_21051,ingredient_269,contains
recipe_21051,ingredient_33,contains
recipe_21051,ingredient_113,contains
recipe_21051,ingredient_3478,contains
recipe_21051,ingredient_1734,contains
recipe_21051,ingredient_5111,contains
recipe_21051,cuisine_84,belongs_to
recipe_21051,diet_3499,suitable_for
recipe_21051,meal_type_48,is_type
recipe_21052,ingredient_3906,contains
recipe_21052,ingredient_64,contains
recipe_21052,ingredient_16904,contains
recipe_21052,ingredient_5231,contains
recipe_21052,ingredient_3480,contains
recipe_21052,ingredient_224,contains
recipe_21052,ingredient_18880,contains
recipe_21052,ingredient_227,contains
recipe_21052,ingredient_14,contains
recipe_21052,cuisine_199,belongs_to
recipe_21052,diet_5,suitable_for
recipe_21052,meal_type_6,is_type
recipe_21052,region_177,belongs_to_region
recipe_21052,state_200,belongs_to_state
recipe_21053,ingredient_4334,contains
recipe_21053,ingredient_17415,contains
recipe_21053,ingredient_56,contains
recipe_21053,ingredient_45,contains
recipe_21053,ingredient_273,contains
recipe_21053,ingredient_15,contains
recipe_21053,ingredient_44,contains
recipe_21053,ingredient_3512,contains
recipe_21053,ingredient_3723,contains
recipe_21053,ingredient_4023,contains
recipe_21053,ingredient_4477,contains
recipe_21053,ingredient_3478,contains
recipe_21053,ingredient_1734,contains
recipe_21053,ingredient_156,contains
recipe_21053,ingredient_28,contains
recipe_21053,cuisine_204,belongs_to
recipe_21053,diet_5,suitable_for
recipe_21053,meal_type_110,is_type
recipe_21054,ingredient_21055,contains
recipe_21054,ingredient_21056,contains
recipe_21054,ingredient_3830,contains
recipe_21054,ingredient_21057,contains
recipe_21054,ingredient_381,contains
recipe_21054,ingredient_3720,contains
recipe_21054,ingredient_6285,contains
recipe_21054,ingredient_4288,contains
recipe_21054,ingredient_3878,contains
recipe_21054,ingredient_4412,contains
recipe_21054,cuisine_84,belongs_to
recipe_21054,diet_5,suitable_for
recipe_21054,meal_type_129,is_type
recipe_21058,ingredient_156,contains
recipe_21058,ingredient_249,contains
recipe_21058,ingredient_550,contains
recipe_21058,ingredient_28,contains
recipe_21058,ingredient_155,contains
recipe_21058,ingredient_4,contains
recipe_21058,ingredient_1668,contains
recipe_21058,ingredient_4568,contains
recipe_21058,ingredient_123,contains
recipe_21058,ingredient_5814,contains
recipe_21058,ingredient_4483,contains
recipe_21058,ingredient_6584,contains
recipe_21058,cuisine_84,belongs_to
recipe_21058,diet_5,suitable_for
recipe_21058,meal_type_110,is_type
recipe_21059,ingredient_777,contains
recipe_21059,ingredient_3489,contains
recipe_21059,ingredient_639,contains
recipe_21059,ingredient_4269,contains
recipe_21059,ingredient_29,contains
recipe_21059,ingredient_32,contains
recipe_21059,ingredient_250,contains
recipe_21059,ingredient_3478,contains
recipe_21059,ingredient_100,contains
recipe_21059,ingredient_481,contains
recipe_21059,ingredient_12913,contains
recipe_21059,cuisine_84,belongs_to
recipe_21059,diet_3534,suitable_for
recipe_21059,meal_type_21,is_type
recipe_21060,ingredient_21061,contains
recipe_21060,ingredient_21062,contains
recipe_21060,ingredient_21063,contains
recipe_21060,ingredient_32,contains
recipe_21060,ingredient_21064,contains
recipe_21060,ingredient_269,contains
recipe_21060,cuisine_36,belongs_to
recipe_21060,diet_5,suitable_for
recipe_21060,meal_type_38,is_type
recipe_21065,ingredient_21066,contains
recipe_21065,ingredient_3491,contains
recipe_21065,ingredient_251,contains
recipe_21065,ingredient_15,contains
recipe_21065,ingredient_3496,contains
recipe_21065,ingredient_11074,contains
recipe_21065,ingredient_119,contains
recipe_21065,ingredient_11072,contains
recipe_21065,ingredient_3630,contains
recipe_21065,ingredient_44,contains
recipe_21065,ingredient_89,contains
recipe_21065,ingredient_56,contains
recipe_21065,ingredient_3697,contains
recipe_21065,ingredient_3517,contains
recipe_21065,ingredient_21067,contains
recipe_21065,ingredient_3596,contains
recipe_21065,cuisine_439,belongs_to
recipe_21065,diet_3499,suitable_for
recipe_21065,meal_type_85,is_type
recipe_21068,ingredient_21069,contains
recipe_21068,ingredient_21070,contains
recipe_21068,ingredient_3517,contains
recipe_21068,ingredient_88,contains
recipe_21068,ingredient_33,contains
recipe_21068,ingredient_15,contains
recipe_21068,ingredient_242,contains
recipe_21068,ingredient_3973,contains
recipe_21068,ingredient_3822,contains
recipe_21068,ingredient_4050,contains
recipe_21068,ingredient_220,contains
recipe_21068,ingredient_3698,contains
recipe_21068,ingredient_44,contains
recipe_21068,ingredient_3523,contains
recipe_21068,ingredient_444,contains
recipe_21068,ingredient_3823,contains
recipe_21068,ingredient_14,contains
recipe_21068,ingredient_3496,contains
recipe_21068,ingredient_3634,contains
recipe_21068,cuisine_327,belongs_to
recipe_21068,diet_5,suitable_for
recipe_21068,meal_type_48,is_type
recipe_21071,ingredient_21072,contains
recipe_21071,ingredient_15,contains
recipe_21071,ingredient_228,contains
recipe_21071,ingredient_175,contains
recipe_21071,ingredient_967,contains
recipe_21071,ingredient_3496,contains
recipe_21071,ingredient_3497,contains
recipe_21071,ingredient_3489,contains
recipe_21071,ingredient_3490,contains
recipe_21071,ingredient_3487,contains
recipe_21071,ingredient_44,contains
recipe_21071,ingredient_89,contains
recipe_21071,ingredient_18,contains
recipe_21071,ingredient_394,contains
recipe_21071,ingredient_3478,contains
recipe_21071,ingredient_3573,contains
recipe_21071,cuisine_321,belongs_to
recipe_21071,diet_5,suitable_for
recipe_21071,meal_type_85,is_type
recipe_21073,ingredient_102,contains
recipe_21073,ingredient_21074,contains
recipe_21073,ingredient_441,contains
recipe_21073,ingredient_21075,contains
recipe_21073,ingredient_367,contains
recipe_21073,ingredient_21076,contains
recipe_21073,cuisine_124,belongs_to
recipe_21073,diet_5,suitable_for
recipe_21073,meal_type_110,is_type
recipe_21077,ingredient_3745,contains
recipe_21077,ingredient_21078,contains
recipe_21077,ingredient_21079,contains
recipe_21077,ingredient_100,contains
recipe_21077,ingredient_961,contains
recipe_21077,ingredient_3567,contains
recipe_21077,ingredient_3478,contains
recipe_21077,ingredient_142,contains
recipe_21077,cuisine_47,belongs_to
recipe_21077,diet_5,suitable_for
recipe_21077,meal_type_110,is_type
recipe_21080,ingredient_10117,contains
recipe_21080,ingredient_7110,contains
recipe_21080,ingredient_874,contains
recipe_21080,ingredient_21081,contains
recipe_21080,ingredient_4,contains
recipe_21080,ingredient_28,contains
recipe_21080,ingredient_4754,contains
recipe_21080,cuisine_289,belongs_to
recipe_21080,diet_5,suitable_for
recipe_21080,meal_type_48,is_type
recipe_21080,region_164,belongs_to_region
recipe_21080,state_290,belongs_to_state
recipe_21082,ingredient_21083,contains
recipe_21082,ingredient_21084,contains
recipe_21082,ingredient_21085,contains
recipe_21082,ingredient_5917,contains
recipe_21082,ingredient_21079,contains
recipe_21082,ingredient_20111,contains
recipe_21082,ingredient_21086,contains
recipe_21082,ingredient_3478,contains
recipe_21082,ingredient_21087,contains
recipe_21082,ingredient_21088,contains
recipe_21082,cuisine_213,belongs_to
recipe_21082,diet_5,suitable_for
recipe_21082,meal_type_21,is_type
recipe_21089,ingredient_7784,contains
recipe_21089,ingredient_1785,contains
recipe_21089,ingredient_733,contains
recipe_21089,ingredient_21090,contains
recipe_21089,ingredient_21091,contains
recipe_21089,ingredient_3588,contains
recipe_21089,ingredient_329,contains
recipe_21089,ingredient_6468,contains
recipe_21089,cuisine_84,belongs_to
recipe_21089,diet_5,suitable_for
recipe_21089,meal_type_38,is_type
recipe_21092,ingredient_21093,contains
recipe_21092,ingredient_21094,contains
recipe_21092,ingredient_5060,contains
recipe_21092,ingredient_3579,contains
recipe_21092,ingredient_4137,contains
recipe_21092,ingredient_89,contains
recipe_21092,ingredient_17,contains
recipe_21092,ingredient_127,contains
recipe_21092,ingredient_3478,contains
recipe_21092,ingredient_3522,contains
recipe_21092,ingredient_3853,contains
recipe_21092,cuisine_47,belongs_to
recipe_21092,diet_5,suitable_for
recipe_21092,meal_type_48,is_type
recipe_21095,ingredient_8058,contains
recipe_21095,ingredient_3496,contains
recipe_21095,ingredient_88,contains
recipe_21095,ingredient_326,contains
recipe_21095,ingredient_17,contains
recipe_21095,ingredient_89,contains
recipe_21095,ingredient_44,contains
recipe_21095,ingredient_394,contains
recipe_21095,ingredient_224,contains
recipe_21095,ingredient_3478,contains
recipe_21095,ingredient_1734,contains
recipe_21095,ingredient_343,contains
recipe_21095,ingredient_114,contains
recipe_21095,ingredient_4,contains
recipe_21095,ingredient_475,contains
recipe_21095,ingredient_100,contains
recipe_21095,cuisine_4083,belongs_to
recipe_21095,diet_5,suitable_for
recipe_21095,meal_type_129,is_type
recipe_21095,region_164,belongs_to_region
recipe_21095,state_477,belongs_to_state
recipe_21096,ingredient_21097,contains
recipe_21096,ingredient_5647,contains
recipe_21096,ingredient_6816,contains
recipe_21096,ingredient_21098,contains
recipe_21096,ingredient_4,contains
recipe_21096,ingredient_3596,contains
recipe_21096,cuisine_199,belongs_to
recipe_21096,diet_5,suitable_for
recipe_21096,meal_type_129,is_type
recipe_21096,region_177,belongs_to_region
recipe_21096,state_200,belongs_to_state
recipe_21099,ingredient_21100,contains
recipe_21099,ingredient_61,contains
recipe_21099,ingredient_21101,contains
recipe_21099,ingredient_6789,contains
recipe_21099,ingredient_6493,contains
recipe_21099,ingredient_54,contains
recipe_21099,ingredient_7209,contains
recipe_21099,ingredient_20696,contains
recipe_21099,ingredient_5697,contains
recipe_21099,ingredient_3567,contains
recipe_21099,ingredient_3698,contains
recipe_21099,ingredient_511,contains
recipe_21099,ingredient_7172,contains
recipe_21099,ingredient_56,contains
recipe_21099,ingredient_113,contains
recipe_21099,ingredient_17466,contains
recipe_21099,ingredient_45,contains
recipe_21099,ingredient_17,contains
recipe_21099,ingredient_18,contains
recipe_21099,ingredient_88,contains
recipe_21099,ingredient_4510,contains
recipe_21099,ingredient_5122,contains
recipe_21099,ingredient_11322,contains
recipe_21099,ingredient_123,contains
recipe_21099,ingredient_156,contains
recipe_21099,ingredient_3523,contains
recipe_21099,cuisine_605,belongs_to
recipe_21099,diet_3499,suitable_for
recipe_21099,meal_type_48,is_type
recipe_21099,region_22,belongs_to_region
recipe_21099,state_606,belongs_to_state
recipe_21102,ingredient_21103,contains
recipe_21102,ingredient_505,contains
recipe_21102,ingredient_644,contains
recipe_21102,ingredient_3803,contains
recipe_21102,ingredient_6468,contains
recipe_21102,ingredient_18281,contains
recipe_21102,ingredient_3659,contains
recipe_21102,ingredient_4077,contains
recipe_21102,ingredient_18275,contains
recipe_21102,ingredient_21104,contains
recipe_21102,ingredient_21105,contains
recipe_21102,ingredient_391,contains
recipe_21102,ingredient_4,contains
recipe_21102,ingredient_3878,contains
recipe_21102,ingredient_21106,contains
recipe_21102,ingredient_108,contains
recipe_21102,ingredient_255,contains
recipe_21102,ingredient_80,contains
recipe_21102,ingredient_33,contains
recipe_21102,ingredient_550,contains
recipe_21102,cuisine_720,belongs_to
recipe_21102,diet_5,suitable_for
recipe_21102,meal_type_21,is_type
recipe_21107,ingredient_21108,contains
recipe_21107,ingredient_4614,contains
recipe_21107,ingredient_120,contains
recipe_21107,ingredient_251,contains
recipe_21107,ingredient_1734,contains
recipe_21107,ingredient_4,contains
recipe_21107,ingredient_28,contains
recipe_21107,ingredient_5894,contains
recipe_21107,ingredient_3567,contains
recipe_21107,cuisine_204,belongs_to
recipe_21107,diet_5,suitable_for
recipe_21107,meal_type_48,is_type
recipe_21109,ingredient_1479,contains
recipe_21109,ingredient_4870,contains
recipe_21109,ingredient_4522,contains
recipe_21109,ingredient_4088,contains
recipe_21109,ingredient_21110,contains
recipe_21109,ingredient_89,contains
recipe_21109,ingredient_10106,contains
recipe_21109,ingredient_5776,contains
recipe_21109,ingredient_127,contains
recipe_21109,ingredient_18,contains
recipe_21109,ingredient_3564,contains
recipe_21109,ingredient_3739,contains
recipe_21109,ingredient_4,contains
recipe_21109,ingredient_3478,contains
recipe_21109,ingredient_19334,contains
recipe_21109,ingredient_18161,contains
recipe_21109,ingredient_35,contains
recipe_21109,cuisine_182,belongs_to
recipe_21109,diet_3499,suitable_for
recipe_21109,meal_type_110,is_type
recipe_21109,region_7,belongs_to_region
recipe_21109,state_8,belongs_to_state
recipe_21111,ingredient_21112,contains
recipe_21111,ingredient_17676,contains
recipe_21111,ingredient_1734,contains
recipe_21111,ingredient_15,contains
recipe_21111,ingredient_4738,contains
recipe_21111,ingredient_3489,contains
recipe_21111,ingredient_54,contains
recipe_21111,ingredient_4078,contains
recipe_21111,ingredient_21113,contains
recipe_21111,ingredient_44,contains
recipe_21111,ingredient_3478,contains
recipe_21111,ingredient_89,contains
recipe_21111,ingredient_127,contains
recipe_21111,ingredient_18,contains
recipe_21111,ingredient_17,contains
recipe_21111,ingredient_3739,contains
recipe_21111,cuisine_204,belongs_to
recipe_21111,diet_3526,suitable_for
recipe_21111,meal_type_48,is_type
recipe_21114,ingredient_21115,contains
recipe_21114,ingredient_3650,contains
recipe_21114,ingredient_7838,contains
recipe_21114,ingredient_367,contains
recipe_21114,ingredient_249,contains
recipe_21114,ingredient_28,contains
recipe_21114,ingredient_992,contains
recipe_21114,ingredient_1877,contains
recipe_21114,ingredient_18717,contains
recipe_21114,ingredient_8460,contains
recipe_21114,ingredient_80,contains
recipe_21114,ingredient_592,contains
recipe_21114,cuisine_84,belongs_to
recipe_21114,diet_5,suitable_for
recipe_21114,meal_type_6,is_type
recipe_21116,ingredient_2461,contains
recipe_21116,ingredient_3814,contains
recipe_21116,ingredient_3650,contains
recipe_21116,ingredient_1394,contains
recipe_21116,ingredient_441,contains
recipe_21116,ingredient_948,contains
recipe_21116,ingredient_21117,contains
recipe_21116,ingredient_3617,contains
recipe_21116,cuisine_2532,belongs_to
recipe_21116,diet_5,suitable_for
recipe_21116,meal_type_6,is_type
recipe_21118,ingredient_21119,contains
recipe_21118,ingredient_21120,contains
recipe_21118,ingredient_123,contains
recipe_21118,ingredient_4,contains
recipe_21118,ingredient_3478,contains
recipe_21118,ingredient_3637,contains
recipe_21118,cuisine_353,belongs_to
recipe_21118,diet_5,suitable_for
recipe_21118,meal_type_110,is_type
recipe_21118,region_177,belongs_to_region
recipe_21118,state_236,belongs_to_state
recipe_21121,ingredient_6376,contains
recipe_21121,ingredient_6377,contains
recipe_21121,ingredient_4941,contains
recipe_21121,ingredient_3926,contains
recipe_21121,ingredient_4030,contains
recipe_21121,ingredient_3512,contains
recipe_21121,ingredient_3596,contains
recipe_21121,ingredient_6816,contains
recipe_21121,ingredient_20119,contains
recipe_21121,ingredient_100,contains
recipe_21121,ingredient_21122,contains
recipe_21121,cuisine_327,belongs_to
recipe_21121,diet_5,suitable_for
recipe_21121,meal_type_85,is_type
recipe_21123,ingredient_20508,contains
recipe_21123,ingredient_21124,contains
recipe_21123,ingredient_5125,contains
recipe_21123,ingredient_5193,contains
recipe_21123,ingredient_3581,contains
recipe_21123,ingredient_5299,contains
recipe_21123,ingredient_7557,contains
recipe_21123,ingredient_54,contains
recipe_21123,ingredient_44,contains
recipe_21123,ingredient_89,contains
recipe_21123,ingredient_19852,contains
recipe_21123,ingredient_4003,contains
recipe_21123,ingredient_5040,contains
recipe_21123,ingredient_3611,contains
recipe_21123,ingredient_21125,contains
recipe_21123,ingredient_3875,contains
recipe_21123,ingredient_21126,contains
recipe_21123,ingredient_21127,contains
recipe_21123,ingredient_6082,contains
recipe_21123,ingredient_21128,contains
recipe_21123,ingredient_3961,contains
recipe_21123,ingredient_21129,contains
recipe_21123,ingredient_7999,contains
recipe_21123,ingredient_6879,contains
recipe_21123,ingredient_21130,contains
recipe_21123,ingredient_21131,contains
recipe_21123,ingredient_21132,contains
recipe_21123,ingredient_21133,contains
recipe_21123,ingredient_21134,contains
recipe_21123,cuisine_47,belongs_to
recipe_21123,diet_5392,suitable_for
recipe_21123,meal_type_48,is_type
recipe_21135,ingredient_17415,contains
recipe_21135,ingredient_3522,contains
recipe_21135,ingredient_3634,contains
recipe_21135,ingredient_15,contains
recipe_21135,ingredient_21136,contains
recipe_21135,ingredient_17,contains
recipe_21135,ingredient_44,contains
recipe_21135,ingredient_127,contains
recipe_21135,ingredient_89,contains
recipe_21135,ingredient_18,contains
recipe_21135,ingredient_394,contains
recipe_21135,ingredient_3478,contains
recipe_21135,ingredient_100,contains
recipe_21135,ingredient_3739,contains
recipe_21135,cuisine_47,belongs_to
recipe_21135,diet_5,suitable_for
recipe_21135,meal_type_48,is_type
recipe_21137,ingredient_21138,contains
recipe_21137,ingredient_21139,contains
recipe_21137,ingredient_3723,contains
recipe_21137,ingredient_5917,contains
recipe_21137,ingredient_21140,contains
recipe_21137,ingredient_102,contains
recipe_21137,ingredient_35,contains
recipe_21137,ingredient_21141,contains
recipe_21137,ingredient_21142,contains
recipe_21137,ingredient_3878,contains
recipe_21137,ingredient_4976,contains
recipe_21137,cuisine_84,belongs_to
recipe_21137,diet_3647,suitable_for
recipe_21137,meal_type_152,is_type
recipe_21143,ingredient_21144,contains
recipe_21143,ingredient_21145,contains
recipe_21143,ingredient_21146,contains
recipe_21143,ingredient_21147,contains
recipe_21143,ingredient_32,contains
recipe_21143,ingredient_17720,contains
recipe_21143,ingredient_3478,contains
recipe_21143,cuisine_278,belongs_to
recipe_21143,diet_3641,suitable_for
recipe_21143,meal_type_85,is_type
recipe_21148,ingredient_21149,contains
recipe_21148,ingredient_3480,contains
recipe_21148,ingredient_3962,contains
recipe_21148,ingredient_3478,contains
recipe_21148,cuisine_692,belongs_to
recipe_21148,diet_5,suitable_for
recipe_21148,meal_type_152,is_type
recipe_21150,ingredient_1734,contains
recipe_21150,ingredient_11060,contains
recipe_21150,ingredient_571,contains
recipe_21150,ingredient_3949,contains
recipe_21150,ingredient_9495,contains
recipe_21150,ingredient_89,contains
recipe_21150,ingredient_127,contains
recipe_21150,ingredient_17,contains
recipe_21150,ingredient_3478,contains
recipe_21150,ingredient_18,contains
recipe_21150,ingredient_5676,contains
recipe_21150,ingredient_21151,contains
recipe_21150,cuisine_204,belongs_to
recipe_21150,diet_5,suitable_for
recipe_21150,meal_type_48,is_type
recipe_21152,ingredient_2072,contains
recipe_21152,ingredient_21153,contains
recipe_21152,ingredient_21154,contains
recipe_21152,ingredient_21155,contains
recipe_21152,ingredient_1721,contains
recipe_21152,ingredient_21156,contains
recipe_21152,ingredient_21157,contains
recipe_21152,ingredient_21158,contains
recipe_21152,ingredient_385,contains
recipe_21152,ingredient_3596,contains
recipe_21152,ingredient_8241,contains
recipe_21152,cuisine_47,belongs_to
recipe_21152,diet_5,suitable_for
recipe_21152,meal_type_152,is_type
recipe_21159,ingredient_21160,contains
recipe_21159,ingredient_4602,contains
recipe_21159,ingredient_4050,contains
recipe_21159,ingredient_3961,contains
recipe_21159,ingredient_21161,contains
recipe_21159,ingredient_21162,contains
recipe_21159,ingredient_21163,contains
recipe_21159,ingredient_44,contains
recipe_21159,ingredient_343,contains
recipe_21159,ingredient_3478,contains
recipe_21159,ingredient_227,contains
recipe_21159,ingredient_1734,contains
recipe_21159,ingredient_4051,contains
recipe_21159,ingredient_8536,contains
recipe_21159,ingredient_5267,contains
recipe_21159,ingredient_21164,contains
recipe_21159,ingredient_4006,contains
recipe_21159,ingredient_4057,contains
recipe_21159,ingredient_352,contains
recipe_21159,ingredient_3611,contains
recipe_21159,ingredient_4665,contains
recipe_21159,ingredient_3609,contains
recipe_21159,ingredient_17,contains
recipe_21159,ingredient_89,contains
recipe_21159,ingredient_21165,contains
recipe_21159,ingredient_56,contains
recipe_21159,ingredient_114,contains
recipe_21159,ingredient_80,contains
recipe_21159,ingredient_113,contains
recipe_21159,cuisine_47,belongs_to
recipe_21159,diet_5,suitable_for
recipe_21159,meal_type_21,is_type
recipe_21166,ingredient_102,contains
recipe_21166,ingredient_1734,contains
recipe_21166,ingredient_5685,contains
recipe_21166,ingredient_185,contains
recipe_21166,ingredient_18201,contains
recipe_21166,ingredient_108,contains
recipe_21166,ingredient_255,contains
recipe_21166,ingredient_80,contains
recipe_21166,ingredient_3478,contains
recipe_21166,ingredient_77,contains
recipe_21166,ingredient_62,contains
recipe_21166,ingredient_55,contains
recipe_21166,ingredient_496,contains
recipe_21166,ingredient_3892,contains
recipe_21166,ingredient_4057,contains
recipe_21166,ingredient_3611,contains
recipe_21166,cuisine_808,belongs_to
recipe_21166,diet_5,suitable_for
recipe_21166,meal_type_85,is_type
recipe_21167,ingredient_156,contains
recipe_21167,ingredient_15482,contains
recipe_21167,ingredient_347,contains
recipe_21167,ingredient_21168,contains
recipe_21167,ingredient_3645,contains
